player_id,name,team_name_short,season,tournament_name,tournament_country,role,presenze,assist,mv,fmv,gf,gs,rp,rc,r_plus,r_minus,amm,esp,au,starts_eleven,min_playing_time,injured,total_duels_won_percentage,total_duels_won,possession_lost,total_shots,shots_on_target,goal_conversion_percentage,free_kick_shots,penalty_won,successful_dribbles,successful_dribbles_percentage,touches,key_passes,accurate_passes_percentage,total_passes,accurate_passes,accurate_crosses,total_cross,accurate_final_third_passes,accurate_opposition_half_passes,tackles,tackles_won_percentage,tackles_won,interceptions,fouls,error_lead_to_goal,penalty_conceded,clean_sheet,saves,penalty_faced,big_chances_created,pass_to_assist,accurate_chipped_passes,accurate_long_balls,accurate_long_balls_percentage,aerial_duels_won,aerial_duels_won_percentage,aerial_lost,attempt_penalty_miss,attempt_penalty_target,big_chances_create,blocked_shots,clearances,crosses_not_claimed,dispossessed,duel_lost,error_lead_to_shot,expected_goals,hit_woodwork,inaccurate_passes,offsides,penalty_conversion,possession_won_att_third,punches,scoring_frequency,shot_from_set_piece,shots_off_target,successful_runs_out,total_attempt_assist,total_chipped_passes,total_long_balls,total_opposition_half_passes,total_own_half_passes,totw_appearances,was_fouled,last_active_year,team_id,aff_index,inf_index,tit_index,spesa_media_altri,fvm,quotazione,date_of_birth,height,jersey_number,preferred_foot,country,slug,link,image
55db5c36,LAUTARO VALENTI,Lanús,s_19_20,Liga Argentina,ARG,D,22,0,1980,22.0,3,,,0,,,6,0,,22,1980,,72.46,50,18,19,4,15.79,1,0,9,64.3,1170,3,75.6,930,703,,3,57,6,39,69.2,27,22,26,,1,,,,3,2,1,96,47.8,53,63.9,30,,0,14,,,,,19,,0.8,,227,0,0,,,0.16,,15,,14,,201,,,22,18,,,,,,,,,1999-01-14,188,,left,,lautaro-valenti,https://fbref.com/en/players/55db5c36/Lautaro-Valenti,https://fbref.com/req/202302030/images/headshots/55db5c36_2022.jpg
55db5c36,LAUTARO VALENTI,Parma,s_20_21,Serie A,ITA,D,11,0,499,5.5,0,,,0,,,0,0,,6,499,,40.00,10,4,4,0,0.00,0,0,2,100.0,408,1,80.7,336,271,,2,20,1,10,40.0,4,11,5,,0,,,,0,0,1,55,61.8,7,100.0,0,,0,2,,,,,15,,0.1,,65,0,0,,,0.00,,4,,2,,89,,,11,7,,,,,,,,,1999-01-14,188,,left,,lautaro-valenti,https://fbref.com/en/players/55db5c36/Lautaro-Valenti,https://fbref.com/req/202302030/images/headshots/55db5c36_2022.jpg
55db5c36,LAUTARO VALENTI,Parma,s_21_22,Serie B,ITA,D,3,0,182,2.0,0,,,0,,,0,0,,2,182,,50.00,2,1,1,0,0.00,0,0,0,,122,0,75.7,103,78,,0,6,0,2,100.0,2,0,0,,0,,,,0,0,0,16,48.5,3,50.0,3,,0,0,,,,,2,,0.0,,25,0,0,,,0.00,,1,,0,,33,,,3,4,,,,,,,,,1999-01-14,188,,left,,lautaro-valenti,https://fbref.com/en/players/55db5c36/Lautaro-Valenti,https://fbref.com/req/202302030/images/headshots/55db5c36_2022.jpg
55db5c36,LAUTARO VALENTI,Parma,s_22_23,Serie B,ITA,D,24,3,2067,23.0,1,,,0,,,6,1,,24,2067,,61.11,44,16,18,5,5.56,0,0,6,46.2,1615,11,71.1,1382,983,,28,88,8,38,63.2,24,35,22,,0,,,,3,3,5,120,39.9,49,59.0,34,,0,24,,,,,28,,1.5,,399,3,0,,,0.06,,13,,24,,301,,,24,12,,,,,,,,,1999-01-14,188,,left,,lautaro-valenti,https://fbref.com/en/players/55db5c36/Lautaro-Valenti,https://fbref.com/req/202302030/images/headshots/55db5c36_2022.jpg
55db5c36,LAUTARO VALENTI,Parma,s_23_24,Serie B,ITA,D,2,0,161,1.8,0,,,0,,,0,0,,2,161,,0.00,0,0,2,0,0.00,0,0,0,,120,0,85.0,113,96,,1,8,0,0,,0,1,1,,0,,,,0,0,0,8,47.1,4,80.0,1,,0,1,,,,,3,,0.1,,17,0,0,,,0.00,,2,,1,,17,,,2,1,,,,,,,,,1999-01-14,188,,left,,lautaro-valenti,https://fbref.com/en/players/55db5c36/Lautaro-Valenti,https://fbref.com/req/202302030/images/headshots/55db5c36_2022.jpg
55db5c36,LAUTARO VALENTI,Parma,s_24_25,Serie A,ITA,D,20,0,1556,17.3,1,,,0,,,6,1,,18,1556,,73.08,19,9,7,2,14.29,0,0,0,0.0,1011,4,84.5,830,701,,2,26,3,17,70.6,12,13,24,,0,,,,0,0,1,71,51.1,24,53.3,21,,0,11,,,,,7,,0.2,,129,0,0,,,0.14,,5,,11,,139,,,20,7,,,,,,,,,1999-01-14,188,,left,,lautaro-valenti,https://fbref.com/en/players/55db5c36/Lautaro-Valenti,https://fbref.com/req/202302030/images/headshots/55db5c36_2022.jpg
85a44ecc,LASSANA COULIBALY,Bastia,s_15_16,Ligue 1,FRA,A,15,0,704,7.8,1,,,0,,,1,0,,7,704,,,0,0,,5,,,,,,,,,,,,,,,,,,,11,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,15,,,,,,,,,,1996-04-10,183,,right,mali,lassana-coulibaly,https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly,https://fbref.com/req/202302030/images/headshots/85a44ecc_2022.jpg
85a44ecc,LASSANA COULIBALY,Bastia,s_16_17,Ligue 1,FRA,A,30,2,2277,25.3,0,,,0,,,4,0,,25,2277,,,47,0,35,8,0.00,,0,,,,,,,,,14,,,,,47,29,24,,0,,,,,0,,,,,,,,0,,,,,,-47,,,,,1,0,,,0.00,,27,,,,,,,30,48,,,,,,,,,1996-04-10,183,,right,mali,lassana-coulibaly,https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly,https://fbref.com/req/202302030/images/headshots/85a44ecc_2022.jpg
85a44ecc,LASSANA COULIBALY,Angers,s_17_18,Ligue 1,FRA,A,20,2,838,9.3,1,,,0,,,1,0,,8,838,,44.26,27,25,16,4,6.25,0,0,15,51.7,433,10,79.8,312,249,,7,17,9,26,65.4,17,8,18,,0,,,,5,1,2,8,44.4,10,50.0,10,,0,27,,,,,34,,1.0,,63,1,0,,,0.06,,12,,27,,18,,,20,19,,,,,,,,,1996-04-10,183,,right,mali,lassana-coulibaly,https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly,https://fbref.com/req/202302030/images/headshots/85a44ecc_2022.jpg
85a44ecc,LASSANA COULIBALY,Rangers,s_18_19,Premiership,SCO,A,19,1,1065,11.8,1,,,0,,,0,0,,14,1065,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,19,,,,,,,,,,1996-04-10,183,,right,mali,lassana-coulibaly,https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly,https://fbref.com/req/202302030/images/headshots/85a44ecc_2022.jpg
